1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44
CDS	ECK0591	cstA	cstA	ybdC	b0598	629117	631222	+	(no change)	JW0590	629117	631222	+		pf	carbon starvation protein	predicted to be involved in peptide utilization	E	91162636 -!- 2521622	Integral Membrane Protein					9.B.59; The Putative Peptide Transporter Carbon Starvation CstA (CstA) Family					18	18	in					"COG1966;Carbon starvation protein, predicted membrane protein"		PF02554;Carbon starvation protein CstA;1.3e-297;codon 32-436		GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0042594 response to starvation
CDS	ECK0592	ybdD	ybdD		b4512	631405	631602	+	new	JW0591	631405	631602	+		o	conserved protein		C		Cytoplasmic																					GO:0005737 cytoplasm	
CDS	ECK0593	ybdH	ybdH		b0599	631612	632700	-	(no change)	JW0592	631612	632700	-		pe	predicted oxidoreductase	predicted alcohol dehydrogenase	C																			COG0371;Glycerol dehydrogenase and related enzymes	56796; Dehydroquinate synthase-like	PF00465;Iron-containing alcohol dehydrogenase;5.7e-11;codon 12-350			
CDS	ECK0594	ybdL	ybdL		b0600	632809	633969	+	(no change)	JW0593	632809	633969	+		e	"methionine aminotransferase, PLP-dependent"		E	15280032	Cytoplasmic		2.6.1.-														1U08	COG0436;Aspartate/tyrosine/aromatic aminotransferase	53383; PLP-dependent transferases	PF00155;Aminotransferase class I and II;3.1e-21;codon 82-386			GO:0008152 metabolism
CDS	ECK0595	ybdM	ybdM		b0601	633970	634599	-	(no change)	JW0594	633970	634599	-		o	conserved protein		C		Cytoplasmic																	COG1475;Predicted transcriptional regulators		PF02195;ParB-like nuclease domain;6.3e-21;codon 51-146			
CDS	ECK0596	ybdN	ybdN		b0602	634572	635792	-	(no change)	JW0595	634572	635792	-		d	conserved protein		C		Cytoplasmic																	COG3969;Predicted phosphoadenosine phosphosulfate sulfotransferase	52402; Adenine nucleotide alpha hydrolases				
CDS	ECK0597	ybdO	ybdO		b0603	635939	636841	-	(no change)	JW0596	635939	636841	-		pr	predicted DNA-binding transcriptional regulator		C		Cytoplasmic						LysR											COG0583;Transcriptional regulator	46785; Winged helix -!- 53850; Periplasmic binding protein-like II	PF00126;Bacterial regulatory helix-turn-helix protei;1.2e-21;codon 12-71			"GO:0006350 transcription -!- GO:0006355 regulation of transcription, DNA-dependent"
CDS	ECK0598	dsbG	dsbG	ybdP	b0604	637050	637796	-	start codon change	JW0597	637050	637796	-		e	periplasmic disulfide isomerase/thiol-disulphide oxidase		E	10075670 -!- 15184683 -!- 20250884 -!- 9383195 -!- 98316716	Periplasmic		5.3.4.1		"monomeric multimer; disulfide isomerase, periplasmic / disulfide oxidoreductase (b0604)"				1-37	248							1V58	COG1651;Protein-disulfide isomerase	52833; Thioredoxin-like			GO:0042597 periplasmic space	GO:0006457 protein folding
CDS	ECK0599	ahpC	ahpC	tpx	b0605	638168	638731	+	(no change)	JW0598	638168	638731	+		e	"alkyl hydroperoxide reductase, C22 subunit"		E	89197774 -!- 1575737 -!- 1592833 -!- 7499381 -!- 8774726 -!- 9298646 -!- 9600841	Cytoplasmic		1.6.4.-		heteromultimer; alkylhydroperoxide reductase (b0605-b0606)												1KYG	COG0450;Peroxiredoxin	52833; Thioredoxin-like	PF00578;AhpC/TSA family;5.6e-68;codon 5-151			GO:0006805 xenobiotic metabolism
CDS	ECK0600	ahpF	ahpF		b0606	638976	640541	+	start codon change	JW0599	638976	640541	+		e	"alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding"		E	89197774 -!- 1592833	Cytoplasmic		1.6.4.-		heteromultimer; alkylhydroperoxide reductase (b0605-b0606)										regulated by attenuation (ahpF)			"COG3634;Alkyl hydroperoxide reductase, large subunit"	51905; FAD/NAD(P)-binding domain -!- 52833; Thioredoxin-like	PF00070;Pyridine nucleotide-disulphide oxidoreducta;8.3e-71;codon 224-504			GO:0006805 xenobiotic metabolism
CDS	ECK0601	uspG	uspG	ybdQ -!- up12 -!- UP12 -!- yzzU	b0607	640662	641090	-	(no change)	JW0600	640662	641090	-		f	universal stress protein UP12		E	12732303 -!- 12071968	Cytoplasmic																	COG0589;Universal stress protein UspA and related nucleotide-binding proteins	52431; ETFP adenine nucleotide-binding domain-like	PF00582;Universal stress protein family;1.5e-16;codon 1-142			
CDS	ECK0602	ybdR	ybdR		b0608	641311	642549	+	(no change)	JW0601	641311	642549	+		pe	"predicted oxidoreductase, Zn-dependent and NAD(P)-binding"		C																			COG1063;Threonine dehydrogenase and related Zn-dependent dehydrogenases	50129; GroES-like -!- 51735; NAD(P)-binding Rossmann-fold domains	PF00107;Zinc-binding dehydrogenase;5.7e-82;codon 7-387			
CDS	ECK0603	rnk	rnk		b0610	642780	643190	-	(no change)	JW0602	642780	643190	-		r	regulator of nucleoside diphosphate kinase		E	7565093	Cytoplasmic														regulated by attenuation (rnk)			COG0782;Transcription elongation factor	54534; FKBP-like				"GO:0015949 nucleobase, nucleoside and nucleotide interconversion"
CDS	ECK0604	rna	rna	rnsA	b0611	643420	644226	-	(no change)	JW0603	643420	644226	-		e	ribonuclease I		E	"90151658 -!- 90264307 -!- 2253883 -!- 8188249 -!- Spahr PF, Hollingworth BR;J Biol Chem;1961;236: 823-831"	Periplasmic		3.1.27.6							268					regulated by attenuation (rna)			COG3719;Ribonuclease I	55895; Ribonuclease Rh-like	PF00445;Ribonuclease T2 family;6e-05;codon 34-246		GO:0005737 cytoplasm	GO:0006401 RNA catabolism -!- GO:0006401 RNA catabolism
CDS	ECK0605	citT	citT	ybdS	b0612	644340	645803	-	(no change)	JW0604	644340	645803	-		t	citrate:succinate antiporter		E	9696764	Integral Membrane Protein					2.A.47; The Divalent Anion:Na+ Symporter (DASS) Family					12	13						COG0471;Di- and tricarboxylate transporters		PF00939;Sodium:sulfate symporter transmembrane;1.7e-294;codon 5-486	TIGR00785;dass: anion transporter;4.8e-266;codon 25-480	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0016052 carbohydrate catabolism	
CDS	ECK0606	citG	citG	ybdT	b0613	645854	646732	-	(no change)	JW0605	645854	646732	-		e	triphosphoribosyl-dephospho-CoA transferase		E	20384232 -!- 11042274	Cytoplasmic		2.7.8.25															COG1767;Triphosphoribosyl-dephospho-CoA synthetase		PF01874;ATP:dephospho-CoA triphosphoribosyl transfer;1.1e-150;codon 27-287			GO:0006412 protein biosynthesis	
CDS	ECK0607	citX	citX	ybdU	b0614	646707	647258	-	(no change)	JW0606	646707	647258	-		e	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase		E	20498929 -!- 10924139 -!- 9696764	Cytoplasmic		2.7.7.61															COG3697;Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)		PF03802;Apo-citrate lyase phosphoribosyl-dephospho-C;1.2e-110;codon 11-181			GO:0006464 protein modification	
CDS	ECK0608	citF	citF	ybdV	b0615	647262	648794	-	(no change)	JW5087	647262	648794	-		e	"citrate lyase, citrate-ACP transferase (alpha) subunit"		E	84024606 -!- 87214225	Cytoplasmic		4.1.3.6 -!- 2.8.3.10	Mg2+	"heteromultimer; citrate lyase, inactive (b0615-b0616-b0617) -!- monomeric multimer; citrate-ACP transferase (b0615)"													"COG3051;Citrate lyase, alpha subunit"	53316; Glutaconate-CoA transferase subunits	"PF04223;Citrate lyase, alpha subunit (CitF);0;codon 44-508"	"TIGR01584;citF: citrate lyase, alpha subunit;0;codon 25-510"	GO:0005737 cytoplasm		
CDS	ECK0609	citE	citE	ybdW	b0616	648805	649713	-	start codon change	JW0608	648805	649713	-		e	"citrate lyase, citryl-ACP lyase (beta) subunit"		E	84024606 -!- 87214225	Periplasmic		4.1.3.6 -!- 4.1.3.34	Mg2+	"heteromultimer; citrate lyase, inactive (b0615-b0616-b0617) -!- monomeric multimer; citryl-ACP lyase (b0616)"														51621; Phosphoenolpyruvate/pyruvate domain	PF03328;HpcH/HpaI aldolase/citrate lyase family;3e-119;codon 20-239	"TIGR01588;citE: citrate lyase, beta subunit;2.2e-191;codon 17-304"	GO:0005737 cytoplasm		
CDS	ECK0610	citD	citD	ybdX	b0617	649710	650006	-	(no change)	JW0609	649710	650006	-		e	"citrate lyase, acyl carrier (gamma) subunit"	also carries the prosthetic group components	E	84024606 -!- 87214225	Cytoplasmic		4.1.3.6	Mg2+	"heteromultimer; citrate lyase, inactive (b0615-b0616-b0617) -!- monomeric multimer; holo-citrate lyase (b0617)"													"COG3052;Citrate lyase, gamma subunit"		"PF04953;Citrate lyase, gamma subunit;5e-69;codon 1-97"	TIGR01608;citD: citrate lyase acyl carrier protein;4.8e-33;codon 1-94	GO:0005737 cytoplasm	GO:0042967 acyl-carrier protein biosynthesis	
CDS	ECK0611	citC	citC	ybeO	b0618	650021	651079	-	start codon change	JW0610	650021	651079	-		e	citrate lyase synthetase		E	84024606 -!- 87214225	Cytoplasmic		6.2.1.22																52374; Nucleotidylyl transferase -!- 55729; Acyl-CoA N-acyltransferases (Nat)	PF00583;Acetyltransferase (GNAT) family;7.2e-05;codon 69-140	TIGR00124;cit_ly_ligase: citrate lyase ligase;7.4e-196;codon 36-371 -!- TIGR00125;cyt_tran_rel: cytidyltransferase-relate;1.2e-11;codon 176-234	GO:0005737 cytoplasm	GO:0006464 protein modification	
CDS	ECK0612	citA	citA	dpiB -!- ybeP -!- cit -!- mpdB	b0619	651458	653116	+	(no change)	JW0611	651458	653116	+		r	sensory histidine kinase in two-component regulatory system with citB	senses citrate	E	11889485 -!- 21885746 -!- 9701802	Integral Membrane Protein										3	2	in					COG3290;Signal transduction histidine kinase regulating citrate/malate metabolism	55785; PYP-like sensor domain -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	"PF02518;Histidine kinase-, DNA gyrase B-, and HSP90;8.8e-27;codon 428-540"		GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0006464 protein modification	
CDS	ECK0613	citB	citB	criR -!- dpiA -!- mpdA	b0620	653085	653765	+	(no change)	JW0612	653085	653765	+		r	DNA-binding response regulator in two-component regulatory system with citA		E	11889485 -!- 7045076 -!- 9701802	Cytoplasmic						Two							citCDEFXGT -!- appY				COG4565;Response regulator of citrate/malate metabolism	52172; CheY-like	PF00072;Response regulator receiver domain;9.7e-23;codon 5-126		GO:0005737 cytoplasm	GO:0006350 transcription	GO:0016563 transcriptional activator activity
CDS	ECK0614	dcuC	dcuC		b0621	653806	655191	-	(no change)	JW0616	655299	656390	-	pseudogene	t	anaerobic C4-dicarboxylate transport																											
CDS	ECK0614	dcuC	dcuC		b0621	653806	655191	-	(no change)	JW0613	653806	654282	-	pseudogene	t	anaerobic C4-dicarboxylate transport																											
CDS	ECK0614	dcuC	dcuC		b0621	653806	655191	-	(no change)	JW0613+JW0616	653806	656390	-	ancestral gene -!- IS is inserted in strain W3110. b0621 is split into JW0613 & JW0616 in strain W -!- intact b0621 is found in strain MG -!- Initiation region of JW0612 overlaps with IS on W genome	t	anaerobic C4-dicarboxylate transport		E	10368146 -!- 99138745 -!- 8955408	Integral Membrane Protein					2.A.61; The C4-dicarboxylate Uptake C (DcuC) Family					14	12	out					COG3069;C4-dicarboxylate transporter			TIGR00771;DcuC: c4-dicarboxylate anaerobic carrier fam;1e-280;codon 58-441	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0016052 carbohydrate catabolism	
CDS	ECK0615	crcA	crcA	pagP -!- ybeG	b0622	655780	656340	+	(no change)	JW0617	656979	657539	+		e	palmitoyl transferase for Lipid A	"acyl donor is not ACP, rather glycerophospholipids"	E	15210985 -!- 20515626 -!- 97001112			2.3.1.-		monomeric multimer; PagP homodimer; catalyzes acylation of Lipid A (b0622)												1THQ			PF07017;Antimicrobial peptide resistance and lipid A;2.2e-124;codon 36-183				
CDS	ECK0616	cspE	cspE	gicA -!- msmC	b0623	656515	656724	+	(no change)	JW0618	657714	657923	+		r	DNA-binding transcriptional repressor		E	10200963 -!- 20345064 -!- 21083396 -!- 21101802 -!- 97001112 -!- 9735283 -!- 12324471 -!- 12071744 -!- 7984109 -!- 8022259 -!- 9921691	Cytoplasmic													cspA -!- rpoS  -!- uspA				COG1278;Cold shock proteins	50249; Nucleic acid-binding proteins	PF00313;'Cold-shock' DNA-binding domain;5.7e-44;codon 3-69		GO:0005737 cytoplasm	GO:0006350 transcription -!- GO:0009266 response to temperature	GO:0016563 transcriptional activator activity
CDS	ECK0617	crcB	crcB	ybeI	b0624	656778	657161	-	(no change)	JW0619	657977	658360	-		pm	predicted inner membrane protein associated with chromosome condensation		C	97001112 -!- 12904550	Integral Membrane Protein										4	4	out					COG0239;Integral membrane protein possibly involved in chromosome condensation		PF02537;CrcB-like protein;1.1e-60;codon 5-121	TIGR00494;crcB: crcB protein;3.5e-70;codon 6-121	GO:0009274 cell wall (sensu Bacteria)		
CDS	ECK0618	ybeH	ybeH		b0625	657254	657481	+	(no change)	JW0620	658453	658680	+		d	predicted protein		C		Cytoplasmic																		56317; Nitrilase/N-carbamoyl-D-aminoacid amidohydrolase					
CDS	ECK0619	ybeM	ybeM		b0626	657478	658041	+	(no change)	JW0621	658677	659240	+		pe	"predicted C-N hydrolase superfamily, NAD(P)-binding amidase/nitrilase"		C																			COG0388;Predicted amidohydrolase	56317; Nitrilase/N-carbamoyl-D-aminoacid amidohydrolase					
CDS	ECK0620	tatE	tatE	ybeC	b0627	658170	658373	+	(no change)	JW0622	659369	659572	+		t	TatABCE protein translocation system subunit		E	20062812 -!- 98315056 -!- 10652088 -!- 1577793	Membrane Anchored				heteromultimer; TatABCE protein export complex (b0627-b3836-b3838-b3839)	2.A.64; The Twin Arginine Targeting (Tat) Family												COG1826;Sec-independent protein secretion pathway components		PF02416;mttA/Hcf106 family;6.8e-08;codon 4-55	"TIGR01411;tatAE: twin-arginine translocation protein,;1.3e-22;codon 3-49"	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane		
CDS	ECK0621	lipA	lipA	lip	b0628	658474	659439	-	(no change)	JW0623	659673	660638	-		e	lipoate synthase		E	12591875 -!- 92250596 -!- 93186699 -!- 99330162	Cytoplasmic		2.8.1.-		monomeric multimer; lipoate synthase (b0628)													COG0320;Lipoate synthase		PF04055;Radical SAM superfamily;1.5e-23;codon 88-252	TIGR00510;lipA: lipoic acid synthetase;8.3e-189;codon 21-321	GO:0005737 cytoplasm	GO:0009107 lipoate biosynthesis	
CDS	ECK0622	ybeF	ybeF	cde	b0629	659648	660601	-	start codon change	JW0624	660847	661800	-		pr	predicted DNA-binding transcriptional regulator		C		Cytoplasmic						LysR												46785; Winged helix -!- 53850; Periplasmic binding protein-like II	"PF00126;HTH_1: transcriptional regulator, LysR famil;3.3e-21;codon 31-90 -!- PF03466;LysR_substrate: LysR substrate binding domai;2.2e-17;codon 112-314"			GO:0006350 transcription	GO:0016563 transcriptional activator activity -!- GO:0016564 transcriptional repressor activity
CDS	ECK0623	lipB	lipB	lip -!- cde	b0630	660860	661501	-	start codon change	JW5089	662059	662700	-		e	lipoyl-protein ligase		E	12591875 -!- 20525439 -!- 93186699	Cytoplasmic		2.3.1.-															COG0321;Lipoate-protein ligase B		PF03099;Biotin/lipoate A/B protein ligase famil;1.3e-34;codon 27-140	TIGR00214;lipB: lipoate-protein ligase B;2.3e-85;codon 4-182		GO:0009107 lipoate biosynthesis	
CDS	ECK0624	ybeD	ybeD		b0631	661602	661865	-	(no change)	JW0626	662801	663064	-		o	conserved protein		C	8444795	Cytoplasmic																	COG2921;Uncharacterized conserved protein		PF04359;Protein of unknown function (DUF493);2.4e-55;codon 1-87				
CDS	ECK0625	dacA	dacA	pbp -!- pfv	b0632	661975	663186	-	(no change)	JW0627	663174	664385	-		e	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)		E	14555648 -!- 20158889 -!- 89039244 -!- 91072213 -!- 92155204 -!- 1597468 -!- 3279397 -!- 3316191 -!- 6319180 -!- 7042389 -!- 8424800	Periplasmic		3.4.16.4					S11 family; penicillin-binding protein 6	1-29	403							1NZU	COG1686;D-alanyl-D-alanine carboxypeptidase	"56601; beta-Lactamase/D-ala carboxypeptidase -!- 69189; Penicillin-binding protein 5, C-terminal domain"	"PF00768;D-alanyl-D-alanine carboxypeptidase;9.5e-152;codon 35-273 -!- PF07943;Penicillin-binding protein 5, C-termina;5.3e-39;codon 292-383"		GO:0019866 inner membrane	GO:0042493 response to drug	
CDS	ECK0626	rlpA	rlpA		b0633	663325	664413	-	(no change)	JW0628	664524	665612	-		lp	minor lipoprotein	suppressor of prc -!- contains 2 SPOR repeats at its C-terminus. Possible role for these repeats in binding to peptidoglycan	E	88058785 -!- 2644207	Outer membrane Lipoprotein								1-16									COG0797;Lipoproteins		PF03330;Rare lipoprotein A (RlpA)-like double-psi be;2.7e-27;codon 78-168 -!- PF05036;Sporulation related repeat;1.6e-08;codon 287-323 -!- PF05036;Sporulation related repeat;5.8e-09;codon 324-360	TIGR00413;rlpA: rare lipoprotein A;8.9e-29;codon 81-153	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane		
CDS	ECK0627	mrdB	mrdB	rodA -!- mdrB	b0634	664424	665536	-	(no change)	JW0629	665623	666735	-		cp	cell wall shape-determining protein	cell division protein -!- homologue of FtsW -!- sensitivity to radiation and drugs  -!- recruits cognate transpetidase MrdA	E	89123070 -!- 90036736 -!- 91072213 -!- 3316191	Integral Membrane Protein					9.B.3; The Putative Bacterial Murein Precursor Exporter (MPE) Family					9	9	in					COG0772;Bacterial cell division membrane protein		PF01098;Cell cycle protein;1.5e-183;codon 18-365	TIGR02210;rodA_shape: rod shape-determining protein;4.7e-209;codon 17-364	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane		
CDS	ECK0628	mrdA	mrdA	pbpA	b0635	665539	667440	-	(no change)	JW0630	666738	668639	-		e	transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)		E	86196149 -!- 87030266 -!- 89174517 -!- 2644207	Membrane Anchored																	COG0768;Cell division protein FtsI/penicillin-binding protein 2	"56519; Penicillin-binding protein 2x (pbp-2x), N-terminal domain -!- 56601; beta-Lactamase/D-ala carboxypeptidase"	PF03717;Penicillin-binding Protein dimerisatio;5.2e-70;codon 63-240 -!- PF00905;Penicillin binding protein transpeptid;1.2e-106;codon 271-609		GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0009252 peptidoglycan biosynthesis -!- GO:0042493 response to drug	
CDS	ECK0629	ybeA	ybeA		b0636	667471	667938	-	(no change)	JW0631	668670	669137	-		o	conserved protein		C		Cytoplasmic																1NS5	COG1576;Uncharacterized conserved protein		"PF02590;Uncharacterized ACR, COG1576;2.7e-80;codon 1-153"	TIGR00246;TIGR00246: conserved hypothetical protein T;5.1e-90;codon 1-155			
CDS	ECK0630	ybeB	ybeB		b0637	667942	668259	-	start codon change	JW5090	669141	669458	-		o	predicted protein		C		Cytoplasmic																			PF02410;Domain of unknown function DUF143;1.9e-22;codon 1-69	TIGR00090;TIGR00090: iojap-related protein;9.8e-44;codon 1-68			
CDS	ECK0631	cobC	cobC	phpB	b0638	668519	669130	-	(no change)	JW0633	669718	670329	-		pe	predicted alpha-ribazole-5'-P phosphatase		C		Cytoplasmic																	"COG0406;Fructose-2,6-bisphosphatase"	53254; Phosphoglycerate mutase-like	PF00300;Phosphoglycerate mutase family;1.6e-91;codon 1-191			GO:0009236 vitamin B12 biosynthesis	
CDS	ECK0632	nadD	nadD	ybeN -!- fusB	b0639	669154	669795	-	(no change)	JW0634	670353	670994	-		e	"nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent"		E	20353477 -!- 10493123 -!- 11796112 -!- 13717628	Cytoplasmic		2.7.7.18	Mg2+													1K4K	COG1057;Nicotinic acid mononucleotide adenylyltransferase	52374; Nucleotidylyl transferase	PF01467;Cytidylyltransferase;5.5e-65;cod on 7-187	TIGR00125;cyt_tran_rel: cytidyltransferase-related;1.9e-12;codon 5-69 -!- TIGR00482;TIGR00482: nicotinate (nicotinamide) nuc;7.9e-104;codon 7-212		GO:0009435 nicotinamide adenine dinucleotide biosynthesis	
CDS	ECK0633	holA	holA		b0640	669797	670828	-	(no change)	JW0635	670996	672027	-		e	"DNA polymerase III, delta subunit"		E	92156151 -!- 93015766 -!- 93280136 -!- 1575709 -!- 3316191 -!- 8505304	Cytoplasmic		2.7.7.7															"COG1466;DNA polymerase III, delta subunit"	"48019; DNA polymerase III clamp loader subunits, C-terminal domain -!- 52540; P-loop containing nucleotide triphosphate hydrolases"	"PF06144;DNA polymerase III, delta subunit;2.1e-138;codon 21-329"	"TIGR01128;holA: DNA polymerase III, delta subunit;2.7e-213;codon 1-332"	GO:0005737 cytoplasm	GO:0006261 DNA dependent DNA replication	
CDS	ECK0634	rlpB	rlpB		b0641	670828	671409	-	(no change)	JW0636	672027	672608	-		lp	minor lipoprotein		E	88058785	Membrane Lipoprotein																	COG2980;Rare lipoprotein B		PF04390;Rare lipoprotein B family;3.3e-89;codon 19-165		GO:0019866 inner membrane	GO:0042158 lipoprotein biosynthesis	
CDS	ECK0635	leuS	leuS	syl	b0642	671424	674006	-	(no change)	JW0637	672623	675205	-		e	leucyl-tRNA synthetase		E	90280415 -!- 92412076 -!- 3320963	Cytoplasmic		6.1.1.4															COG0495;Leucyl-tRNA synthetase	47323; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases -!- 50677; ValRS/IleRS editing domain -!- 52374; Nucleotidylyl transferase	"PF00133;tRNA synthetases class I (I, L, M and V);1.7e-301;codon 13-659"	TIGR00396;leuS_bact: leucyl-tRNA synthetase;0;codon 5-860	GO:0005737 cytoplasm	GO:0006418 amino acid activation
CDS	ECK0636	ybeL	ybeL		b0643	674241	674723	+	(no change)	JW0638	675440	675922	+		o	conserved protein	natural substrate for SsrA-mediated degradation	C	11373298 -!- 12105207 -!- 3320963 -!- 7567469	Cytoplasmic																			PF07295;Protein of unknown function (DUF1451);1.3e-107;codon 11-160			
CDS	ECK0637	ybeQ	ybeQ		b0644	674793	675770	-	start codon change	JW5091	675992	676969	-		d	conserved protein		C		Cytoplasmic																		48439; Protein prenylyltransferase				
CDS	ECK0638	ybeR	ybeR		b0645	675934	676641	+	(no change)	JW0640	677133	677840	+		o	predicted protein		C		Cytoplasmic																			PF06889;Protein of unknown function (DUF1266);9.8e-199;codon 1-235			
CDS	ECK0639	djlB	djlB	ybeS	b0646	676638	678065	+	(no change)	JW0641	677837	679264	+		pf	predicted chaperone	DnaJ family -!- non-cognate of nearby HscC	C	12183460	Membrane Anchored																		46565; Chaperone J-domain	PF00226;DnaJ domain;0.00017;codon 3-59			GO:0006457 protein folding
CDS	ECK0640	ybeT	ybeT		b0647	678075	678629	-	(no change)	JW0642	679274	679828	-		pm	conserved outer membrane protein		C		Outer membrane Lipoprotein																	"COG0790;FOG: TPR repeat, SEL1 subfamily"					
CDS	ECK0641	ybeU	ybeU		b0648	678731	679438	+	(no change)	JW0643	679930	680637	+		pe	predicted tRNA ligase		C	8940112	Cytoplasmic																			PF06889;Protein of unknown function (DUF1266);2.4e-199;codon 1-235			
CDS	ECK0642	djlC	djlC	hscD -!- ybeV	b0649	679435	680886	+	(no change)	JW0644	680634	682085	+		f	Hsc56 co-chaperone of HscC		E	12183460 -!- 12054669	Cytoplasmic																		46565; Chaperone J-domain	PF00226;DnaJ domain;0.0039;codon 3-55			
CDS	ECK0643	hscC	hscC	ybeW	b0650	680946	682616	-	(no change)	JW0645	682145	683815	-		f	"Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription"	binds to RpoD and inhibits transcription -!- mutants are hypersensitivity to Cd(2+) ions and UV irradiation -!- inhibits growth when overexpressed	E	12183460 -!- 14734171 -!- 22055095 -!- 9735342	Cytoplasmic																	COG0443;Molecular chaperone	"53067; Actin-like ATPase domain -!- 56778; Heat shock protein 70kD (HSP70), C-terminal, substrate-binding fragment"	PF00012;Hsp70 protein;4.2e-91;codon 7-556			GO:0006457 protein folding
CDS	ECK0644	rihA	rihA	ybeK	b0651	682700	683635	-	(no change)	JW0646	683899	684834	-		e	ribonucleoside hydrolase 1		E	21125610	Cytoplasmic		3.2.2.-															COG1957;Inosine-uridine nucleoside N-ribohydrolase	53590; Nucleoside hydrolase	PF01156;Inosine-uridine preferring nucleoside hy;4.7e-194;codon 2-311			GO:0009226 nucleotide-sugar biosynthesis
CDS	ECK0645	gltL	gltL		b0652	683753	684478	-	(no change)	JW0647	684952	685677	-		t	glutamate and aspartate transporter subunit -!- ATP-binding component of ABC superfamily		E	11121068	Cytoplasmic				heteromultimer; glutamate ABC transporter (b0652-b0654-b0653)	3.A.1; The ATP-binding Cassette (ABC) Superfamily												"COG1126;ABC-type polar amino acid transport system, ATPase component"	52540; P-loop containing nucleotide triphosphate hydrolases	PF00005;ABC transporter;5.5e-66;codon 27-212		GO:0005737 cytoplasm	GO:0006537 glutamate biosynthesis -!- GO:0006532 aspartate biosynthesis
CDS	ECK0646	gltK	gltK		b0653	684478	685152	-	(no change)	JW0648	685677	686351	-		t	glutamate and aspartate transporter subunit -!- membrane component of ABC superfamily		E	11121068	Integral Membrane Protein				heteromultimer; glutamate ABC transporter (b0652-b0654-b0653)	3.A.1; The ATP-binding Cassette (ABC) Superfamily					5	5	in					"COG0765;ABC-type amino acid transport system, permease component"		PF00528;Binding-protein-dependent transport syst;3.6e-32;codon 16-224	TIGR01726;HEQRo_perm_3TM: amino acid ABC transpo;7.5e-31;codon 12-118	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0006537 glutamate biosynthesis -!- GO:0006532 aspartate biosynthesis
CDS	ECK0647	gltJ	gltJ		b0654	685152	685892	-	(no change)	JW0649	686351	687091	-		t	glutamate and aspartate transporter subunit -!- membrane component of ABC superfamily		E	11121068	Integral Membrane Protein				heteromultimer; glutamate ABC transporter (b0652-b0654-b0653)	3.A.1; The ATP-binding Cassette (ABC) Superfamily					5	5	in		regulated by attenuation (gltJ-gltK-gltL)			"COG0765;ABC-type amino acid transport system, permease component"		PF00528;Binding-protein-dependent transport syst;3.7e-41;codon 25-239	TIGR01726;HEQRo_perm_3TM: amino acid ABC transpo;3.7e-14;codon 21-132	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0006537 glutamate biosynthesis -!- GO:0006532 aspartate biosynthesis
CDS	ECK0648	gltI	gltI	ybeJ -!- yzzK	b0655	686062	686970	-	(no change)	JW5092	687261	688169	-		t	glutamate and aspartate transporter subunit -!- periplasmic-binding component of ABC superfamily		E	1091636 -!- 1091635 -!- 10493123 -!- 8740179 -!- 10972807	Periplasmic					3.A.1; The ATP-binding Cassette (ABC) Superfamily			1-20	302								"COG0834;ABC-type amino acid transport/signal transduction systems, periplasmic component/domain"	53850; Periplasmic binding protein-like II	PF00497;Bacterial extracellular solute-binding prot;1.1e-54;codon 42-272		GO:0042597 periplasmic space	GO:0006537 glutamate biosynthesis
CDS	ECK0649	lnt	lnt	cutE	b0657	688566	690104	-	(no change)	JW0654	689765	691303	-		e	apolipoprotein N-acyltransferase		E	92041555 -!- 8344936	Integral Membrane Protein		2.3.1.-								7	6						COG0815;Apolipoprotein N-acyltransferase	56317; Nitrilase/N-carbamoyl-D-aminoacid amidohydrolase	PF00795;Carbon-nitrogen hydrolase;1.8e-50;codon 223-412	TIGR00546;lnt: apolipoprotein N-acyltransferase;1.9e-169;codon 63-458	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0042158 lipoprotein biosynthesis
